ID,Parent Sector,Parent Sector (2),Parent Sector (3),Sub Sector (1),Sub Sector (2),Sub Sector (3),Sub Sector (4),Sector Source,Products,Products (2),Project Name,Slug,Organization,Origin,Notes,Comments
1131,,,,,,,,,,,Unterstützung von Dezentralisierungsreformen,untersttzung_von_dezentralisieru,GIZ,GIZ,,
1132,,,,,,,,,,,"Dezentrales, integriertes Klärschlammmanagement",dezentrales_integriertes_klrschl,GIZ,GIZ,,
1133,,,,,,,,,,,Offener Regionalfonds Außenwirtschaftsberatung SOE,offener_regionalfonds_auenwirtsc,GIZ,GIZ,,
1134,,,,,,,,,,,Stärkung der Obersten Rechnungskontrollbehörden der ASEAN-Staaten (ASEANSAI),strkung_der_obersten_rechnungsko,GIZ,GIZ,,
1135,,,,,,,,,,,Stärkung integraler Bürgersicherheit und gesellschaftlicher Konfliktbearbeitung,strkung_integraler_brgersicherhe,GIZ,GIZ,,
1136,,,,,,,,,,,Nachhaltige Nutzung von Ökosystemleistungen in Jordanien,nachhaltige_nutzung_von_kosystem,GIZ,GIZ,,
1137,,,,,,,,,,,Unterstützung des Kofi Annan International Peace Keeping Training Centre (KAIPTC),untersttzung_des_kofi_annan_inte,GIZ,GIZ,,
1138,,,,,,,,,,,Grüne Innovationszentren in der Agrar- und Ernährungswirtschaft (GIAE),grne_innovationszentren_in_der_a,GIZ,GIZ,,
1139,,,,,,,,,,,Anpassung an den Klimawandel in Mosambik,anpassung_an_den_klimawandel_in,GIZ,GIZ,,
1140,,,,,,,,,,,Unterstützung der Kongobeckenkommission CICOS-Regulierung d. Flussschifffahrt u. Management grenzüberschreit.Wasserress.,untersttzung_der_kongobeckenkomm,GIZ,GIZ,,
1141,,,,,,,,,,,Bodenrecht und -ordnung in Amazonien - Terra Legal,bodenrecht_und_ordnung_in_amazon,GIZ,GIZ,,
1142,,,,,,,,,,,Programm zur Unterstützung der afrikanischen Infrastrukturentwicklung (PIDA),programm_zur_untersttzung_der_af,GIZ,GIZ,,
1143,,,,,,,,,,,Förderung der Wettbewerbsfähigkeit der namibischen Wirtschaft,frderung_der_wettbewerbsfhigkeit,GIZ,GIZ,,
1144,,,,,,,,,,,Programm Förderung sozial ausgewogener Wirtschaftsentwicklung,programm_frderung_sozial_ausgewo,GIZ,GIZ,,
1145,,,,,,,,,,,Program für nachhaltige Wirtschaftsentwicklung in Ghana,program_fr_nachhaltige_wirtschaf,GIZ,GIZ,,
1146,,,,,,,,,,,Amazonienfonds für Wald- und Klimaschutz,amazonienfonds_fr_wald_und_klima,,GIZ,,
1147,Private Sector Engagement,Health,,,,,,,,,Unterstützung des Gesundheitssektorprogramms(Support to The Health Sector Programme),untersttzung_des_gesundheitssekt,GIZ,GIZ,,
1148,,,,,,,,,,,Förderung der Lokalen Regierungsführung,frderung_der_lokalen_regierungsf,GIZ,GIZ,,
1149,,,,,,,,,,,Nachhaltige kleinbäuerliche Kakao- und Nahrungswirtschaft,nachhaltige_kleinbuerliche_kakao,GIZ,GIZ,,
1150,,,,,,,,,,,Stärkung öffentlicher Institutionen,strkung_ffentlicher_institutione,GIZ,GIZ,,
1151,,,,,,,,,,,Erhalt und nachhaltige Nutzung von Biodiversität in Indien,erhalt_und_nachhaltige_nutzung_v,GIZ,GIZ,,
1152,,,,,,,,,,,Förderung der Afrikanischen Union im Bereich Frieden und Sicherheit,frderung_der_afrikanischen_union,GIZ,GIZ,,
1153,,,,,,,,,,,Programm Entwicklung des Wassersektors,programm_entwicklung_des_wassers,GIZ,GIZ,,
1154,,,,,,,,,,,Programm zur Förderung marktorientierter Landwirtschaft in Ghana,programm_zur_frderung_marktorien,GIZ,GIZ,,
1155,,,,,,,,,,,Programm Unterstützung für dezentrale ländliche Entwicklung,programm_untersttzung_fr_dezentr,GIZ,GIZ,,
1156,,,,,,,,,,,Deutsch-Indisches Programm Soziale Sicherung,deutschindisches_programm_sozial,GIZ,GIZ,,
1157,,,,,,,,,,,Ziviler Friedensdienst - Landesprogramm Guatemala,ziviler_friedensdienst__landespr,GIZ,GIZ,,
1158,,,,,,,,,,,Stärkung der sozialen Teilhabe von palästinensischen Flüchtlingen (FASPAR),strkung_der_sozialen_teilhabe_vo,GIZ,GIZ,,
1159,,,,,,,,,,,Jugendbeschäftigung durch landwirtschaftliche Entwicklung,jugendbeschftigung_durch_landwir,GIZ,GIZ,,
1160,,,,,,,,,,,Grenzüberschreitende Nutzung und Schutz natürlicher Ressourcen in der SADC-Region,grenzberschreitende_nutzung_und,GIZ,GIZ,,
1161,,,,,,,,,,,Klimawandel in der pazifischen Inselregion,klimawandel_in_der_pazifischen_i,GIZ,GIZ,,
1162,,,,,,,,,,,Grenzüberschreitendes Wassermanagement in der SADC Region,grenzberschreitendes_wassermanag,GIZ,GIZ,,
1163,,,,,,,,,,,Energising Development (EnDev),energising_development_endev,GIZ,GIZ,,
1164,,,,,,,,,,,Inklusive Gewaltprävention (VCP),inklusive_gewaltprvention_vcp,GIZ,GIZ,,
1165,,,,,,,,,,,Zusammenarbeit mit der CIAT - Bekämpfung der Steuerhinterziehung,zusammenarbeit_mit_der_ciat__bek,GIZ,GIZ,,
1166,,,,,,,,,,,Regional Fund for Triangular Cooperation in Latin America and the Caribbean,regional_fund_for_triangular_coo,GIZ,GIZ,,
1167,,,,,,,,,,,"Unterstützung der Berufsbildungsreform, Pakistan",untersttzung_der_berufsbildungsr,GIZ,GIZ,,
1168,,,,,,,,,,,Nachhaltige Energie für Ernährung - Powering Agriculture,nachhaltige_energie_fr_ernhrung,GIZ,GIZ,,
1169,,,,,,,,,,,Targeting - Identifizierung armer Haushalte,targeting__identifizierung_armer,GIZ,GIZ,,
1170,,,,,,,,,,,Migration für Entwicklung II (Globalvorhaben),migration_fr_entwicklung_ii_glob,GIZ,GIZ,,
1171,,,,,,,,,,,Friedensförderung im Jemen,friedensfrderung_im_jemen,GIZ,GIZ,,
1172,Private Sector Engagement,,,,,,,,,,Förderung von Aus- und Fortbildungsmaßnahmen zur Verbesserung der Effizienz im Wasser- und Energiesektor,frderung_von_aus_und_fortbildung,GIZ,GIZ,,
1173,,,,,,,,,,,Globalvorhaben Verantwortungsvolle Landpolitik (Sonderinitative EINEWELT ohne Hunger),globalvorhaben_verantwortungsvol,GIZ,GIZ,,
1174,,,,,,,,,,,Nachhaltige und klimasensible Landnutzung für die wirtschaftliche Entwicklung in Zentralasien,nachhaltige_und_klimasensible_la,GIZ,GIZ,,
1175,,,,,,,,,,,ZFD-Landesprogramme Libanon,zfdlandesprogramme_libanon,GIZ,GIZ,,
1176,,,,,,,,,,,Mini-Grids for Rural Electrification in Uganda,minigrids_for_rural_electrificat,GIZ,GIZ,,
1177,,,,,,,,,,,Initiative für wirtschaftliche Stabilisierung und Jugendbeschäftigung in Tunesien,initiative_fr_wirtschaftliche_st,GIZ,GIZ,,
1178,,,,,,,,,,,Programm Verbesserung der Grundbildung,programm_verbesserung_der_grundb,GIZ,GIZ,,
1179,,,,,,,,,,,Verbesserung der Qualität im Grundbildungssektor in Kosovo,verbesserung_der_qualitt_im_grun,GIZ,GIZ,,
1180,,,,,,,,,,,"Förderung von Wirtschaft und Beschäftigung, (EcoEmploi)",frderung_von_wirtschaft_und_besc,GIZ,GIZ,,
1181,,,,,,,,,,,Unterstützung der Dezentralisierungsprozesse im Bildungssektor,untersttzung_der_dezentralisieru,GIZ,GIZ,,
1182,,,,,,,,,,,ZFD-Landesprogramm Kenia,zfdlandesprogramm_kenia,GIZ,GIZ,,
1183,,,,,,,,,,,Regionalvorhaben Unterstützung der Pandemieprävention in der ECOWAS Region,regionalvorhaben_untersttzung_de,GIZ,GIZ,,
1184,,,,,,,,,,,Exzellenzzentrum für IKT in Ostafrika,exzellenzzentrum_fr_ikt_in_ostaf,GIZ,GIZ,,
1185,,,,,,,,,,,Grundkompetenzen (Life Skills) und Training für Flüchtlinge und aufnehmende Gemeinden,grundkompetenzen_life_skills_und,GIZ,GIZ,,
1186,,,,,,,,,,,Sektorvorhaben „Sport für Entwicklung II“,sektorvorhaben_sport_fr_entwickl,GIZ,GIZ,,
1187,,,,,,,,,,,Dürreresilienz im Norden Kenias,drreresilienz_im_norden_kenias,GIZ,GIZ,,
1188,,,,,,,,,,,Stärkung des Gesundheitssystems mit Fokus auf reproduktive Gesundheit,strkung_des_gesundheitssystems_m,GIZ,GIZ,,
1189,,,,,,,,,,,Programm zur Unterstützung der Dezentralisierung und der Armutsbekämpfung,programm_zur_untersttzung_der_de,GIZ,GIZ,,
1190,,,,,,,,,,,Unterstützung bei der Pandemieprävention in der EAC-Region,untersttzung_bei_der_pandemieprv,GIZ,GIZ,,
1191,,,,,,,,,,,Sektorprogramm Digitalisierung für nachhaltige Entwicklung,sektorprogramm_digitalisierung_f,GIZ,GIZ,,
1192,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Verbesserungen der Rahmenbedingungen im Privat- und Finanzsektor,verbesserungen_der_rahmenbedingu,GIZ,GIZ,,
1193,,,,,,,,,,,Sektorvorhaben Nachhaltige Wasserpolitik,sektorvorhaben_nachhaltige_wasse,GIZ,GIZ,,
1194,,,,,,,,,,,Inclusive Business Action Network (iBAN),inclusive_business_action_networ,GIZ,GIZ,,
1195,,,,,,,,,,,Sektorvorhaben (SV) Zusammenarbeit mit der Wirtschaft,sektorvorhaben_sv_zusammenarbeit,GIZ,GIZ,,
1196,,,,,,,,,,,Stärkung innovativer Ansätze der Zusammenarbeit zwischen dem deutschen Handwerk und Partnern der internationalen Berufsbildungszusammenarbeit,strkung_innovativer_anstze_der_z,GIZ,GIZ,,
1197,,,,,,,,,,,Globalvorhaben Fonds Handel für Entwicklung,globalvorhaben_fonds_handel_fr_e,GIZ,GIZ,,
1198,Private Sector Engagement,,,,,,,,,,Sektorvorhaben PROFILE,sektorvorhaben_profile,,GIZ,,
1199,,,,,,,,,,,Globalvorhaben Globale Allianzen für das Kairoer Aktionsprogramm,globalvorhaben_globale_allianzen,GIZ,GIZ,,
1200,,,,,,,,,,,"Sektorvorhaben Werte, Religion und Entwicklung",sektorvorhaben_werte_religion_un,GIZ,GIZ,,
1201,,,,,,,,,,,Support to Land Reform,support_to_land_reform,GIZ,GIZ,,
1202,,,,,,,,,,,Beschäftigung von jungen Frauen durch angewandtes Gender Diversity Management in Unternehmen,beschftigung_von_jungen_frauen_d,GIZ,GIZ,,
1203,,,,,,,,,,,Rwanda Initiative for Sustainable Development (RISD) - Project “Securing Land Rights Phase 2”,rwanda_initiative_for_sustainabl,GIZ,GIZ,,
1204,,,,,,,,,,,Reform der Verwaltung in der Ostukraine II,reform_der_verwaltung_in_der_ost,GIZ,GIZ,,
1205,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Aufbau von Verwaltungskapazitäten im Bereich öffentliche Finanzen II,aufbau_von_verwaltungskapazitten,GIZ,GIZ,,
1206,,,,,,,,,,,Sekretariat der Global Donor Platform for Rural Development,sekretariat_der_global_donor_pla,GIZ,GIZ,,
1207,,,,,,,,,,,Privatwirstchaftsförderung im benachteiligten Regionen Serbiens,privatwirstchaftsfrderung_im_ben,GIZ,GIZ,,
1208,,,,,,,,,,,Integrierte Stadtentwicklung in der Ukraine,integrierte_stadtentwicklung_in,GIZ,GIZ,,
1209,,,,,,,,,,,"Land Use Planning and Management, India",land_use_planning_and_management,GIZ,GIZ,,
1210,,,,,,,,,,,Sektorvorhaben Nachhaltigkeit in Textil-Lieferketten,sektorvorhaben_nachhaltigkeit_in,GIZ,GIZ,,
1211,,,,,,,,,,,Sektorvorhaben Klima,sektorvorhaben_klima,GIZ,GIZ,,
1212,,,,,,,,,,,Deutsch-Afrikanische Zentrum für Digitalisierung und Stärkung von digitalen Entwicklungsmaßnahmen in Ruanda,deutschafrikanische_zentrum_fr_d,GIZ,GIZ,,
1213,,,,,,,,,,,Tech-Entrepreneurship Initiative Make-IT Afrika,techentrepreneurship_initiative,GIZ,GIZ,,
1214,,,,,,,,,,,Förderung von nachhaltiger Landwirtschaft und ländlicher Entwicklung,frderung_von_nachhaltiger_landwi,GIZ,GIZ,,
1215,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Förderung des Zugangs zu Remittances und weiteren Finanzdienstleistungen über digitale Lösungen,frderung_des_zugangs_zu_remittan,GIZ,GIZ,,
1216,,,,,,,,,,,Sektorvorhaben Soziale Sicherung,sektorvorhaben_soziale_sicherung,GIZ,GIZ,,
1217,,,,,,,,,,,GV Build4Skills,gv_build4skills,GIZ,GIZ,,
1218,,,,,,,,,,,Reformberatung in Justiz und Verwaltung,reformberatung_in_justiz_und_ver,GIZ,GIZ,,
1219,,,,,,,,,,,Kosovo Energieeffizienz Projekt (KEEP),kosovo_energieeffizienz_projekt,GIZ,GIZ,,
1220,,,,,,,,,,,Förderung der Zivilgesellschaft in den Palästinensischen Gebieten (CSP),frderung_der_zivilgesellschaft_i,GIZ,GIZ,,
1221,,,,,,,,,,,Sektorprogramm Governance,sektorprogramm_governance,GIZ,GIZ,,
1222,,,,,,,,,,,Innovationswerkstatt - Globale Partnerschaften zur Förderung digitaler Innovationen für nachhaltige Entwicklung,innovationswerkstatt__globale_pa,GIZ,GIZ,,
1223,,,,,,,,,,,Wirtschaftsförderung zu Erneuerbare Energien Technologien (DKTI) in Bosnien und Herzegowina in Bosnien und Herzegowina,wirtschaftsfrderung_zu_erneuerba,GIZ,GIZ,,
1224,,,,,,,,,,,Alumniportal Deutschland,alumniportal_deutschland,GIZ,GIZ,,
1225,,,,,,,,,,,Promotion of Energy Efficiency in Bosnia and Herzegovina,promotion_of_energy_efficiency_i,GIZ,GIZ,,
1226,,,,,,,,,,,Unterstuetzung der zweite Phase der National Agenda for the Future of Syria,unterstuetzung_der_zweite_phase,GIZ,GIZ,,
1227,,,,,,,,,,,EZ-Scouts,ezscouts,GIZ,GIZ,,
1228,,,,,,,,,,,Global Business Network,global_business_network,GIZ,GIZ,,
1229,,,,,,,,,,,Umsetzung des Nagoya-Protokolls der Biodiversitätskonvention (ABS Initiative),umsetzung_des_nagoyaprotokolls_d,GIZ,GIZ,,
1230,,,,,,,,,,,Verbraucher- und leistungsorientierte Wasserver- und Abwasserentsorgung,verbraucher_und_leistungsorienti,GIZ,GIZ,,
1231,Rural Development,,,,Agricultural Production and Use of Resources,,,,,,Agricultural Business and Capacity Development Project,agricultural_business_and_capaci,GIZ,GIZ,,
1232,,,,,,,,,,,Sektorvorhaben Landgovernance,sektorvorhaben_landgovernance,GIZ,GIZ,,
1233,,,,,,,,,,,Creating Employment Through Export Promotion (CETEP),creating_employment_through_expo,GIZ,GIZ,,
1234,,,,,,,,,,,Sektorvorhaben Internationale Waldpolitik,sektorvorhaben_internationale_wa,GIZ,GIZ,,
1235,,,,,,,,,,,Programm zur Unterstützung der Dezentralisierung und Kommunalentwicklung (Phase V),programm_zur_untersttzung_der_de,GIZ,GIZ,,
1236,,,,,,,,,,,ProPFR,propfr,GIZ,GIZ,,
1237,,,,,,,,,,,Unterstützung des europäischen Integrationsprozesses,untersttzung_des_europischen_int,GIZ,GIZ,,
1238,,,,,,,,,,,Creative Contracts - Comic Contracts for Vulnerable People,creative_contracts__comic_contra,GIZ,GIZ,,
1239,,,,,,,,,,,Social Protection for people in extreme poverty,social_protection_for_people_in,GIZ,GIZ,,
1240,,,,,,,,,,,Transparenz der Haushaltsinformationen,transparenz_der_haushaltsinforma,GIZ,GIZ,,
1241,,,,,,,,,,,Stärkung von Frauen in führenden Positionen in Verwaltung und Zivilgesellschaft im Nahen Osten,strkung_von_frauen_in_fhrenden_p,GIZ,GIZ,,
1242,,,,,,,,,,,Verbesserte Wassersicherheit und Sanitärversorgung in Uganda,verbesserte_wassersicherheit_und,GIZ,GIZ,,
1243,,,,,,,,,,,Sektorvorhaben Handel und Investitionen für Entwicklung,sektorvorhaben_handel_und_invest,GIZ,GIZ,,
1244,,,,,,,,,,,Globale Initiative Katastrophenrisikomanagement,globale_initiative_katastrophenr,GIZ,GIZ,,
1245,,,,,,,,,,,ExperTS,experts,GIZ,GIZ,,
1246,,,,,,,,,,,SV Übergangshilfe,sv_bergangshilfe,GIZ,GIZ,,
1247,,,,,,,,,,,Initiative Ländliche Rehabilitierung in Syrien,initiative_lndliche_rehabilitier,GIZ,GIZ,,
1248,,,,,,,,,,,Unjani Clinics – “Empowering Healthcare”,unjani_clinics__empowering_healt,GIZ,GIZ,,
1249,,,,,,,,,,,K-Link and K-Box for the Regional Programme for Sustainable and Climate Sensitive Land Use for Economic Development in Central Asia and other projects,klink_and_kbox_for_the_regional,GIZ,GIZ,,
1250,,,,,,,,,,,Beschäftigung für nachhaltige Entwicklung in Afrika,beschftigung_fr_nachhaltige_entw,GIZ,GIZ,,
1251,,,,,,,,,,,"SV Frieden und Sicherheit, Katastrophenrisikomanagement",sv_frieden_und_sicherheit_katast,GIZ,GIZ,,
1252,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Programm zur Stärkung der Dezentralisierung und öffentlichen Finanzen,programm_zur_strkung_der_dezentr,GIZ,GIZ,,
1253,,,,,,,,,,,Sektorvorhaben Zukunftsfähige Ländliche Räume,sektorvorhaben_zukunftsfhige_lnd,GIZ,GIZ,,
1254,,,,,,,,,,,Erneuerbare Energien und Energieeffizienz,erneuerbare_energien_und_energie,GIZ,GIZ,,
1255,Economics and Finance,Work and Employment ,,Enterprise Ecosystems ,,,,,,,C40 Cities Finance Facility,c40_cities_finance_facility,GIZ,GIZ,,
1256,,,,,,,,,,,Sektorvorhaben Nachhaltige Mobilität,sektorvorhaben_nachhaltige_mobil,GIZ,GIZ,,
1257,,,,,,,,,,,Allianzen für Handelserleichterungen,allianzen_fr_handelserleichterun,GIZ,GIZ,,
1258,,,,,,,,,,,Umweltorientierte Raumordnung in konfliktbetroffenen Gebieten - (AmPaz) in Kolumbien,umweltorientierte_raumordnung_in,GIZ,GIZ,,
1259,,,,,,,,,,,Sektorvorhaben Beschäftigungsförderung in der Entwicklungszusammenarbeit,sektorvorhaben_beschftigungsfrde,GIZ,GIZ,,
1260,,,,,,,,,,,Förderung nachhaltiger ländlicher Wirtschaftsentwicklung in Kolumbien,frderung_nachhaltiger_lndlicher,GIZ,GIZ,,
1261,,,,,,,,,,,Justiz- und Gefängnisreform zur Förderung der politischen Menschenrechte und Korruptionsbekämpfung,justiz_und_gefngnisreform_zur_fr,GIZ,GIZ,,
1262,,,,,,,,,,,Förderung der afrikanischen Reis-Wertschöpfungskette / Competitive African Rice Initiative (CARI) - Phase 2,frderung_der_afrikanischen_reisw,GIZ,GIZ,,
1263,,,,,,,,,,,Integrierter Küsten- und Mangrovenwaldschutz Mekong-Provinzen zur Anpassung an den Klimawandel,integrierter_ksten_und_mangroven,GIZ,GIZ,,
1264,,,,,,,,,,,Regionale Wirtschaftsförderung IV,regionale_wirtschaftsfrderung_iv,GIZ,GIZ,,
1265,,,,,,,,,,,Schutz und nachhaltige Nutzung von Waldökosystemen und Biodiversität in Laos,schutz_und_nachhaltige_nutzung_v,GIZ,GIZ,,
1266,,,,,,,,,,,REDD-Programm für Early Movers  (REM),reddprogramm_fr_early_movers_rem,GIZ,GIZ,,
1267,,,,,,,,,,,Beratungs- und Investitionsfonds zum Ozonschutz (Ozon-Fonds),beratungs_und_investitionsfonds,GIZ,GIZ,,
1268,,,,,,,,,,,Förderung von Gleichberechtigung der Geschlechter und Frauenrechten,frderung_von_gleichberechtigung,GIZ,GIZ,,
1269,,,,,,,,,,,"Vodacom Connected Farmer-  ""creating market linkages for smallholder farmers using innovative ICT solutions""",vodacom_connected_farmer_creatin,GIZ,GIZ,,
1270,,,,,,,,,,,Rechts- und Justizreformberatung im Südkaukasus,rechts_und_justizreformberatung,GIZ,GIZ,,
1271,,,,,,,,,,,SV Universal Health Coverage (UHC),sv_universal_health_coverage_uhc,GIZ,GIZ,,
1272,,,,,,,,,,,"Sektorvorhaben Bodenschutz, Desertifikationsbekämpfung, nachhaltiges Landmanagement",sektorvorhaben_bodenschutz_deser,GIZ,GIZ,,
1273,,,,,,,,,,,"Nachhaltige Wirtschafts- und Regionalentwicklung, Beschäftigungsförderung und berufliche Bildung in Albanien",nachhaltige_wirtschafts_und_regi,GIZ,GIZ,,
1274,,,,,,,,,,,Rohstoffe und Entwicklung II (X4D),rohstoffe_und_entwicklung_ii_x4d,GIZ,GIZ,,
1275,,,,,,,,,,,"Förderung von Kleinst-, Klein- und Mittelständischen Unternehmen",frderung_von_kleinst_klein_und_m,GIZ,GIZ,,
1276,,,,,,,,,,,PROFOSC,profosc,GIZ,GIZ,,
1277,Rural Development,,,Standards,,,,,,,Soziale Absicherung im Krankheitsfall III,soziale_absicherung_im_krankheit,GIZ,GIZ,,
1278,,,,,,,,,,,Globale Partnerschaft für Drogenpolitik und Entwicklung,globale_partnerschaft_fr_drogenp,GIZ,GIZ,,
1279,,,,,,,,,,,Deutscher TZ-Beitrag zur Umsetzung der InsuResilience Globalen Partnerschaft,deutscher_tzbeitrag_zur_umsetzun,GIZ,GIZ,,
1280,,,,,,,,,,,Förderung der Grund- und Berufsbildung,frderung_der_grund_und_berufsbil,GIZ,GIZ,,
1281,,,,,,,,,,,Regionale Wirtschaftsintegration von Laos in ASEAN,regionale_wirtschaftsintegration,GIZ,GIZ,,
1282,,,,,,,,,,,NDC Assist,ndc_assist,GIZ,GIZ,,
1283,,,,,,,,,,,Globalvorhaben Ernährungssicherung und Resilienzstärkung,globalvorhaben_ernhrungssicherun,GIZ,GIZ,,
1284,,,,,,,,,,,Menschenrechte umsetzen in der Entwicklungszusammenarbeit,menschenrechte_umsetzen_in_der_e,,GIZ,,
1285,,,,,,,,,,,Städtisches Management klimawandelbedingter Binnenmigration,stdtisches_management_klimawande,GIZ,GIZ,,
1286,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Förderung der guten finanziellen Regierungsführung in Tansania (GFG),frderung_der_guten_finanziellen,GIZ,GIZ,,
1287,,,,,,,,,,,Strategische Zusammenarbeit mit Internationalen Organisationen,strategische_zusammenarbeit_mit,GIZ,GIZ,,
1288,,,,,,,,,,,SV Konzepte nachhaltiger Abfall- und Kreislaufwirtschaft,sv_konzepte_nachhaltiger_abfall,GIZ,GIZ,,
1289,,,,,,,,,,,Wirtschaftliche und Soziale Teilhabe vulnerabler Vertriebener und Mitglieder der lokalen Bevoelkerung im Suedkaukasus,wirtschaftliche_und_soziale_teil,GIZ,GIZ,,
1290,,,,,,,,,,,Innovation und Investition fuer breitenwirksame nachhaltige Wirtschaftsentwicklung,innovation_und_investition_fuer,GIZ,GIZ,,
1291,,,,,,,,,,,Makrooekonomische Beratung zur Armutsbekaempfung im Kontext der Agenda 2030,makrooekonomische_beratung_zur_a,GIZ,GIZ,,
1292,,,,,,,,,,,Programme on Conservation and Sustainable Use of Forest Biodiversity and Ecosystem Services in Vietnam,programme_on_conservation_and_su,GIZ,GIZ,,
1293,State and Democracy (Good Governance),,,,,,,,,,Good Financial Governance,good_financial_governance,GIZ,GIZ,,
1294,State and Democracy (Good Governance),,,,,,,,,,Good Financial Governance - AFROSAI,good_financial_governance__afros,GIZ,GIZ,,
1295,,,,,,,,,,,Umweltgerechte Entsorgung und Recycling von Elektroschrott,umweltgerechte_entsorgung_und_re,GIZ,GIZ,,
1296,Economics and Finance,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Public Financial Management in the South Caucasus,public_financial_management_in_t,GIZ,GIZ,,
1297,,,,,,,,,,,Ländliche Kleinkataster,lndliche_kleinkataster,KfW Entwicklungsbank,GIZ,,
1298,,,,,,,,,,,iSQI GmbH,isqi_gmbh,,GIZ,,
1299,,,,,,,,,,,Awamo GmbH,awamo_gmbh,,GIZ,,
1300,,,,,,,,,,,Carepay - Informationstechnik,carepay__informationstechnik,,GIZ,,
1301,,,,,,,,,,,Meinungsfreiheit und Medienentwicklung in Guatemala,meinungsfreiheit_und_medienentwi,,GIZ,,
1302,,,,,,,,,,,Meinungsfreiheit und Medienentwicklung in Ecuador,meinungsfreiheit_und_medienentwi,,GIZ,,
1303,,,,,,,,,,,Film Africa!,film_africa,,GIZ,,
1304,,,,,,,,,,,Rwanda Media Project,rwanda_media_project,,GIZ,,
1305,,,,,,,,,,,Meinungsfreiheit und Medienentwicklung - Übergreifende Themen,meinungsfreiheit_und_medienentwi,,GIZ,,
1306,,,,,,,,,,,Meinungsfreiheit und Medienentwicklung in den Palästinensischen Gebieten,meinungsfreiheit_und_medienentwi,,GIZ,,
1307,,,,,,,,,,,Meinungsfreiheit und Medienentwicklung Libanon,meinungsfreiheit_und_medienentwi,,GIZ,,
1308,,,,,,,,,,,Meinungsfreiheit und Medien in Serbien und Westbalkan,meinungsfreiheit_und_medien_in_s,,GIZ,,
1309,,,,,,,,,,,Meinungsfreiheit und Medienentwicklung Nahost regional,meinungsfreiheit_und_medienentwi,,GIZ,,
